"","h_1","h_2","h_3","h_4","h_5","h_6","h_7","theta_2","theta_3","theta_4","theta_5","theta_6","theta_7","cos_phi_2","cos_phi_3","cos_phi_4","cos_phi_5","cos_phi_6","cos_phi_7","B_r_1","B_r_2","B_r_3","B_r_4","B_r_5","B_r_6","B_R_1","B_R_2","B_R_3","B_R_4","B_R_5","B_R_6","ratio_2_4","ratio_2_6","ratio_4_6","inst_Phi_1","inst_Phi_2","inst_Phi_3","inst_Phi_4","inst_Phi_5","inst_Phi_6","inst_Theta_1","inst_Theta_2","inst_Theta_3","inst_Theta_4","inst_Theta_5","inst_Theta_6","V","V_1","V_2","V_3","V_4","V_5","V_6","V_7"
"if6 2 11api_Spine80.mat",0.0338173524290206,0.032605622,0.114211963,0.130113981,0.119248484,0.116463806,0.083106636,1.905295242,1.865288252,0.49775319,2.513513909,1.805145506,-0.027540046,-0.810889612,-0.8995692,-0.984485993,-0.993215219,-0.995303612,-0.865663387,0.118886162,0.216491987,0.239527645,0.225806541,0.215204732,0.1615123,0.11176051,0.190144882,0.20747054,0.203983991,0.19570674,0.13602249,1.118938292,0.533690969,0.476961932,-0.012111539,-0.068446767,-0.124508622,-0.063684536,-0.060766811,-0.046523984,0.384991906,0.433685775,0.411402508,0.413189847,0.42244818,0.359721877,0.069343045,0.000334526,0.00729869,0.024349419,0.034130032,0.025589162,0.018143805,0.00370271
"if6 1 12api_Spine38.mat",0.0138008651834994,0.371834052,0.369018016,0.418855917,0.537777906,0.377985964,0.286021098,0.536965503,2.28059751,1.954972244,1.720328633,-2.07869634,1.890237363,-0.978594009,-0.923811728,-0.717512069,-0.922332333,-0.791197669,-0.969964384,0.269437277,0.320170113,0.451125328,0.57963506,0.493569691,0.465923293,0.171920905,0.287006119,0.304230651,0.281625295,0.354948059,0.273010292,1.776455614,1.384272201,0.779232642,-1.834948812,0.712394106,0.106136274,0.291407867,0.030354332,-0.039648719,1.52340117,1.511430784,1.399054149,0.967664682,0.549701158,0.554342826,0.825385188,0.016426713,0.085685595,0.147235568,0.245852884,0.338230603,0.207314016,0.05246645
"m16 1 13-3_Spine33.mat",-0.0485851789839711,0.073554697,0.102577428,0.106243997,0.116996886,0.103982651,0.048939232,1.373975968,2.347936727,1.709083946,2.951388471,0.069986935,-0.606365934,-0.951539147,-0.995043151,-0.979310609,-0.986425918,-0.971436588,-0.881364475,0.097670035,0.191558886,0.249948462,0.295681499,0.273500246,0.167375007,0.079456654,0.120531753,0.147825435,0.152675161,0.146568066,0.116775157,1.955189079,0.846520132,0.432960751,-2.041228083,1.181636183,0.425023155,0.495987745,0.277680689,3.090751693,1.438795554,1.474572477,1.417396839,1.402249414,1.457885228,1.480551358,0.049391593,0.000705030000000001,0.005961442,0.014735074,0.02038909,0.021098981,0.012231967,0.00186727
"api m16 1 2-1_Spine151.mat",0.00333074791472717,0.217426109,0.278522235,0.266758897,0.30205749,0.257146933,0.178498974,0.842547653,0.93686636,-2.875079749,-2.609061948,1.11021449,-0.412545386,-0.997711568,-0.932504,-0.964055566,-0.833221598,-0.816872126,-0.970309809,0.237200246,0.423943112,0.434487176,0.434770218,0.427437622,0.384625569,0.140172864,0.183503559,0.182091006,0.162281763,0.172239086,0.177725716,0.906937641,0.878691344,0.968855304,2.361146859,2.209218959,1.744114361,1.771692099,2.151549242,2.234222313,1.341830362,1.3321531,1.317664069,1.310641945,1.374658207,1.419466512,0.297513678,0.0076944,0.052974761,0.086499451,0.076977121,0.066779587,0.063882297,0.017235928
"m16 2 11api_Spine167.mat",-0.00986297833216356,0.209001543,0.199008199,0.17925268,0.194541033,0.18797467,0.119786789,0.993449002,1.23833752,2.815605853,-2.896378511,0.069358492,-3.072501646,-0.814416156,-0.95747591,-0.898480668,-0.992484345,-0.933263108,-0.988117779,0.193245826,0.204049015,0.287553534,0.397011995,0.484758495,0.475443565,0.160098443,0.146153681,0.176551481,0.238300521,0.272508582,0.190344003,3.172373844,3.034547303,0.95655413,1.142744632,0.837618091,0.226934741,0.011510043,-0.129297928,-0.133251178,1.410346265,1.497926627,1.222460646,1.133134582,1.066432113,1.039272419,0.235640916,0.003973446,0.020764648,0.024825924,0.049670344,0.085373473,0.08853683,0.020446662
"m16 1 10 api_Spine262.mat",0.0894964335499979,0.276753177,0.33915808,0.332989259,0.320124775,0.306968542,0.222752746,1.709942518,-0.425452944,-2.948980416,1.242303985,0.594451702,1.815497953,-0.475557671,-0.859158563,-0.896359448,-0.964517563,-0.990375204,-0.947659325,0.289025817,0.41131434,0.318345579,0.345816301,0.347214082,0.270301745,0.257390696,0.307254757,0.306480254,0.313585292,0.338245576,0.244280539,0.858081778,0.522474684,0.608886819,0.001920635,-0.14761163,-0.154559534,-0.181947489,-0.202098046,-0.345521549,0.712089147,0.581411061,0.549434626,0.657368682,0.759952706,0.712545013,0.507387405,0.015625319,0.109813897,0.132664693,0.115091226,0.132423114,0.101291395,0.019968339
"if6 2 0-2_Spine73.mat",0.0253211464149495,0.284751611,0.282391588,0.26706149,0.229542678,0.284420196,0.224423541,-0.266748307,1.731177056,1.070616871,-2.342199855,2.895073747,2.543864363,-0.987711367,-0.988902066,-0.983586006,-0.935620945,-0.986557128,-0.989501098,0.154720745,0.181204631,0.13114743,0.184930881,0.379411854,0.390901841,0.0816012,0.088856155,0.083237516,0.112699272,0.204130556,0.187747216,1.294415605,4.558105903,3.521361984,2.848261711,2.394608843,2.563809432,1.345342566,1.388696336,1.219480343,1.553114235,1.477944731,1.437332874,1.42452215,1.458746397,1.489190404,0.173419275,0.00337129,0.013824925,0.01271539,0.01401618,0.041220458,0.078370964,0.024028236
"if6 1 12api_Spine29.mat",0.0723956952182414,0.527243027,0.487832468,0.555639217,0.463964047,0.47405322,0.248355889,0.919364252,1.888093315,1.831843407,-1.773546069,2.114647516,-1.181357234,-0.873664285,-0.983397279,-0.952537866,-0.615504298,-0.976939886,-0.994415162,0.415385819,0.463042863,0.353400506,0.488489214,0.665592804,0.654771838,0.198661142,0.276806605,0.263691856,0.251074471,0.46047546,0.44293325,0.95688532,2.262719044,2.36467108,2.96356227,1.40980705,1.728261648,0.3164671,0.352139798,0.486772458,1.334917367,1.393966669,1.324642943,1.143551642,1.388811176,1.416994253,1.333874978,0.036501179,0.170889415,0.164602487,0.172886148,0.318051784,0.490025764,0.111285812
"if6 2 5api_Spine63.mat",0.0149993887504234,0.367003945,0.403309493,0.363786203,0.389298012,0.363203856,0.283331372,-1.424998623,0.950795081,1.805714104,2.080746915,-0.896034438,1.197080278,-0.990818717,-0.86286363,-0.870217479,-0.944326283,-0.945147086,-0.987392669,0.316699379,0.367804874,0.247512695,0.359028378,0.447540685,0.401451186,0.192221153,0.194721458,0.165901407,0.255555976,0.350397671,0.269062422,1.28110145,1.508184588,1.177256171,1.553791836,1.942880715,-1.316056388,-0.117822854,-0.211020568,-0.16873204,1.543139583,1.523027357,1.480708931,1.265470406,1.017209995,0.992516648,0.560441563,0.018662875,0.088338933,0.071422177,0.074761487,0.146505516,0.177616881,0.042270291
"m16 2 8-3_Spine36.mat",-0.00382283572371957,0.126942695,0.161810672,0.154477834,0.147604887,0.144149152,0.088381825,1.280205424,-2.947586254,0.328808828,0.0596553129999999,0.564932528,1.058675206,-0.99433394,-0.973485933,-0.997046343,-0.977706282,-0.999401301,-0.992517966,0.146775744,0.246828343,0.242825365,0.259666161,0.300517726,0.273988106,0.11290273,0.145239339,0.15367809,0.173907547,0.194299974,0.144995176,1.259663352,1.108168936,0.879734204,1.993069711,0.250156989,0.980231047,0.639435818,0.522154187,0.317981846,1.55560103,1.516499345,1.481963856,1.501758871,1.516398874,1.521091303,0.104667126,0.001866143,0.014108959,0.023368178,0.024638343,0.030255521,0.027469253,0.005715244
"m16 2 8-3_Spine38.mat",0.0376277866753661,0.14738894,0.171992922,0.171131662,0.179989267,0.197989354,0.132455778,1.573836116,-1.737790531,1.458133509,-1.150600581,-1.649903292,1.425301769,-0.323299947,-0.702123438,-0.978712233,-0.913873334,-0.987719361,-0.671716206,0.169804153,0.248560171,0.205211084,0.256493314,0.212732321,0.156027596,0.148626353,0.184172621,0.137198059,0.128200096,0.088695808,0.105377006,0.718303185,0.359162233,0.500014814,0.337381667,0.294503562,0.376558439,0.366534624,0.43153619,0.409316404,1.133587696,0.948701457,0.883524825,0.873666845,0.833495007,0.939118491,0.074202573,0.000732641000000001,0.015732371,0.023094801,0.018705687,0.014817962,0.010494613,0.00294897
"m16 1 13-2_Spine55.mat",0.0773975099975846,0.386288077,0.379398797,0.284522789,0.317316577,0.392115423,0.273632129,-2.960285872,1.862537665,1.411378312,0.354301965,0.194595746,0.532463478,-0.970375375,-0.875621344,-0.999922034,-0.965905886,-0.960787901,-0.931554619,0.203873516,0.262281934,0.136354222,0.373947293,0.586490485,0.565037994,0.11991544,0.09633659,0.082702395,0.29007142,0.435207602,0.36412843,4.292948599,8.142777985,1.896779753,-0.695818159,-0.789417885,-0.66196945,-0.538201046,-0.381697267,-0.356811674,0.855495691,0.978726246,0.965266949,1.036831822,1.069443144,0.990022848,0.634629967,0.00578429,0.028781792,0.022888997,0.055282034,0.215934429,0.311986781,0.066412334
"if6 1 2-2_Spine38.mat",0.203595103502738,0.372941805,0.323324432,0.257055142,0.386051616,0.398860335,0.563401299,-1.98912264,1.342221704,1.203826827,-2.721394948,1.860591578,2.016111918,-0.978306142,-0.709294671,-0.912201796,-0.965930258,-0.906460031,-0.892371006,0.224365706,0.264985855,0.466162204,0.710502414,0.89331845,0.6813055,0.096412637,0.116593255,0.157805813,0.326724823,0.323772799,0.265622819,7.513660571,5.857484637,0.779578021,-1.226031968,-1.792217359,-0.432553676,-0.49288235,-0.136471759,-0.229977523,1.422291735,1.448368296,1.208383519,0.852445509,0.856712244,0.90720696,0.80473502,0.008113619,0.033364665,0.070057456,0.235555452,0.489540723,0.44579407,0.116009897
"m16 2 8api_Spine15.mat",0.00299475076669754,0.073944222,0.119631565,0.14811675,0.138661859,0.109327034,0.057721553,0.95373055,1.212183966,3.114898704,-2.402267778,1.028089619,-1.566099866,-0.982188799,-0.987395618,-0.985578543,-0.993266584,-0.99244612,-0.965813461,0.145489582,0.270585435,0.371527475,0.405393361,0.345794285,0.225871992,0.133447604,0.250609945,0.312963576,0.320864921,0.282167947,0.165604189,1.91821002,0.551608541,0.287564206,-2.121807328,-1.313685867,0.370878993,0.298432781,0.49598528,1.533606256,1.422692587,1.544325391,1.471249116,1.451855727,1.475077805,1.430608441,0.178878995,0.001220299,0.015489641,0.047880013,0.078484341,0.069326566,0.032240214,0.005450828
"if6 2 5api_Spine58.mat",-0.0271401375505064,0.170826181,0.233752502,0.219007599,0.200976318,0.200089893,0.145672337,0.593576331,1.777178886,2.723792428,-0.00123538899999992,-0.442606543,0.179496086,-0.927103616,-0.927667356,-0.884759642,-0.9512467,-0.997046097,-0.896302002,0.213204643,0.368413472,0.361137146,0.419790956,0.519548517,0.463536823,0.168681074,0.183997551,0.202922436,0.2793446,0.285976762,0.199766592,1.729919179,1.366027858,0.789648369,-0.234166772,0.752688716,0.743883088,-0.13879267,-0.243219579,-0.289781174,1.347624009,1.462180697,1.441014588,1.27138337,1.22828888,1.277914033,0.31934884,0.005089346,0.040901256,0.063267301,0.072697302,0.110705927,0.097333258,0.020583524
"m16 1 9-2_Spine72.mat",0.139703759898852,0.342228783,0.302521275,0.310113563,0.326631701,0.371130481,0.378764166,2.802824787,0.466037015,1.124753418,0.839227361,1.431446667,2.085454517,-0.922111862,-0.947385553,-0.917185893,-0.94710077,-0.943732406,-0.969412272,0.273491508,0.298627535,0.384404479,0.48305533,0.572449142,0.576024888,0.086236568,0.117347874,0.150341662,0.214911489,0.265258933,0.199815019,2.962452779,3.284462448,1.108696979,1.596256058,-0.923013651,-1.042709176,-0.14333109,0.117025034,0.181919691,1.300129744,1.426510966,1.403612522,1.355253703,1.212244669,1.105022729,0.447457159,0.00836185,0.036030797,0.052114737,0.08490825,0.136172601,0.156917435,0.050246708
"if6 1 4-1_Spine51.mat",0.0599371424873618,0.235071583,0.229457215,0.237733164,0.245238158,0.246815055,0.272550224,-3.114031881,1.310003964,0.442460869,-0.370756625,1.279338532,0.758864426,-0.907515489,-0.893725938,-0.997199055,-0.988942457,-0.995614408,-0.928423814,0.097729737,0.188402019,0.281630864,0.347825877,0.375102592,0.29523976,0.056128201,0.102748306,0.152297788,0.209121043,0.217601006,0.18177951,3.75750358,2.772423361,0.737836519,2.112997826,-1.494885091,-0.903922491,-0.685999861,-0.54888819,-0.72945657,1.285061455,1.374610455,1.33734012,1.314503099,1.30875761,1.294109634,0.201567984,0.001281261,0.009013095,0.026002512,0.050452279,0.071177963,0.060080883,0.016419777
"api m16 1 5-1_Spine128.mat",0.0207769691596874,0.203967769,0.168710887,0.166968274,0.165980809,0.159928712,0.129597786,1.459953103,1.808408567,-1.716084423,0.587409503,2.074703178,0.534362821,-0.480423022,-0.981707804,-0.957523377,-0.998592489,-0.993824677,-0.986627708,0.145036395,0.140797176,0.175510937,0.191886894,0.189265504,0.132575079,0.089877092,0.1035648,0.120052593,0.13123548,0.125526699,0.099769311,1.72699254,0.907094961,0.525245442,1.038185951,0.404423195,0.176565983,0.126875586,0.113549933,0.163570811,1.247276878,0.981702477,0.795635955,0.750083669,0.71428657,0.685465346,0.050369394,0.001058658,0.006557993,0.010818819,0.014618288,0.015595715,0.010383381,0.002547871
"m16 2 3api_Spine143.mat",0.038045926222337,0.222065233,0.226221107,0.231810867,0.215469329,0.210933149,0.186073856,1.9184131,1.241326208,1.2003339,-2.098017123,-1.431544363,2.037334328,-0.848876023,-0.970267096,-0.976246436,-0.999075172,-0.998342295,-0.999871665,0.17885185,0.254248183,0.259250996,0.247019122,0.231655012,0.194162409,0.151807102,0.203404643,0.196278487,0.185173445,0.193692517,0.150635578,0.884485175,0.565553882,0.639415898,3.072916614,-0.420674053,-0.391763122,-0.249318666,-0.19593274,-0.223629467,1.278044919,1.401936187,1.240294198,1.205012686,1.144781397,1.126431442,0.143549465,0.008807951,0.038346933,0.04687241,0.039022987,0.034871143,0.028931378,0.00813185
"api m16 1 2-1_Spine114.mat",0.127235195675655,0.445305413,0.420936145,0.384697097,0.387716079,0.496526981,0.361746299,2.357247591,-2.716098746,-0.452725419,2.512189554,1.081482792,-0.06364869,-0.993490084,-0.985860207,-0.958998463,-0.981276694,-0.803445453,-0.998356271,0.368664122,0.42952363,0.485311805,0.684055302,0.821357889,0.770716539,0.171073305,0.167809139,0.225525033,0.251492437,0.394903328,0.334054086,2.386785943,3.571978166,1.496564104,-2.093493679,-2.787145813,-1.942230951,-1.955143049,-1.963465201,-1.668378432,1.426724986,1.492522512,1.43904559,1.424983602,1.398849473,1.468240855,1.226158354,0.027636834,0.115577121,0.146103989,0.218832977,0.396836977,0.494914899,0.133941878
"m16 1 6-2_Spine82.mat",0.173264526749021,0.477425117,0.458143446,0.417923708,0.34026629,0.453082221,0.327253329,1.302910292,0.271067156,-2.669753381,-2.54524395,2.509473317,-0.619869815,-0.944916456,-0.978396322,-0.985418999,-0.972786621,-0.900658242,-0.978233858,0.360733297,0.291375893,0.18382294,0.231399665,0.53116392,0.552213018,0.225479927,0.143329934,0.096821722,0.120884516,0.346432347,0.368738811,0.669796512,4.875677514,7.279341449,0.218977379,0.125339392,0.332764654,0.410270991,0.206708045,-0.105900111,1.347111209,1.465542775,1.366612291,1.246066201,1.369116857,1.313653793,0.696124897,0.033516219,0.104732644,0.044640639,0.032520164,0.123590147,0.296779879,0.098581245
"api m16 1 2-1_Spine30.mat",0.018154695015701,0.359774528,0.386514037,0.338213361,0.357303398,0.361975818,0.260599797,2.107164441,0.1059904,-3.048869364,2.477354051,2.685379181,3.061153899,-0.907089679,-0.710385555,-0.959420673,-0.902314685,-0.985400743,-0.97382743,0.338061201,0.46807085,0.532898241,0.656586905,0.650569364,0.504465588,0.255429823,0.247428417,0.266673767,0.341565575,0.369831099,0.275734232,1.936444874,1.201049928,0.620234505,2.428754842,-2.402129551,-3.006046284,1.760448757,1.861449997,2.41980521,1.352552534,1.408210446,1.472661592,1.453730162,1.477434687,1.455601506,0.933284933,0.021437496,0.12369779,0.159008935,0.231600151,0.302306317,0.23589103,0.045189305
"m16 2 11api_Spine11.mat",0.0229953398258068,0.1693564,0.181114714,0.188174236,0.255229244,0.182730225,0.163250945,2.431875535,1.583024761,0.890041839,1.829450212,-1.550082356,1.131203232,-0.964412362,-0.987138508,-0.936640427,-0.934626198,-0.981340893,-0.592271287,0.213597202,0.369112392,0.489742958,0.620209993,0.606456159,0.453080427,0.162714379,0.284906632,0.405035542,0.467229075,0.412009546,0.247341716,2.755544545,1.065642387,0.386726605,2.139092391,-0.552774791,-0.570467874,-0.098024416,0.036204335,0.181509862,1.507398767,1.486779259,1.419715871,1.376198831,1.298127551,1.269049603,0.528694866,0.005643585,0.047086139,0.115801985,0.200930352,0.253171274,0.15377861,0.017471725
"m16 2 4api_Spine46.mat",0.104060440131717,0.410163043,0.374730865,0.406070192,0.39646022,0.397077892,0.215685017,-2.125986361,1.234189581,0.854270215,-2.875322779,-1.772625772,1.775551494,-0.996089903,-0.90299461,-0.965170408,-0.893682781,-0.994545956,-0.863407853,0.125507829,0.17503929,0.343648612,0.418774817,0.506132253,0.502577005,0.089733594,0.114708807,0.234699242,0.349671832,0.430190376,0.382538512,7.293045112,9.575147471,1.312914883,1.086939137,1.782228184,0.466533015,0.446813653,0.296664009,0.261083738,1.463913016,1.479398694,1.389620292,1.22583794,1.25500965,1.270823689,0.774181894,0.004720334,0.020697375,0.059936665,0.148284438,0.245388448,0.276068399,0.055345141
"m16 1 9-2_Spine115.mat",0.0320962797835977,0.277650051,0.308451744,0.306744134,0.310877718,0.300867727,0.211361269,1.012800241,1.560924709,-2.46697121,-2.044871355,-2.04101138,0.503137708,-0.973031789,-0.936823537,-0.998519124,-0.961813708,-0.997666917,-0.990613897,0.175230304,0.303165189,0.395128656,0.405480268,0.344673418,0.243029308,0.12401679,0.22173303,0.260504206,0.295014504,0.291619226,0.221197407,1.779522034,0.799703429,0.44939226,1.609679019,0.863410643,0.415412692,0.331124637,0.387350721,0.550527691,1.556214473,1.454028996,1.325440299,1.284648679,1.250177452,1.199081532,0.422406805,0.006637764,0.042846364,0.09051833,0.122014857,0.121539822,0.078781621,0.015206585
"api m16 1 9-1_Spine39.mat",0.00998014927534333,0.357415336,0.33555223,0.298475114,0.374933903,0.442651929,0.378374656,1.87097328,1.819677756,-0.486269739,-1.356819366,-1.642200531,-0.857987094,-0.631744426,-0.956081837,-0.98146375,-0.804690947,-0.947721393,-0.996855482,0.208807607,0.21648967,0.322816223,0.482747509,0.510387261,0.394111447,0.119678617,0.099438648,0.153187926,0.281331274,0.306155534,0.238211636,6.308784099,4.361035607,0.691264044,-0.013109777,0.183399084,0.058758196,-0.073340026,-0.016778551,0.04539171,1.015278569,0.925453189,0.729769397,0.683187206,0.744050849,0.783074555,0.468943197,0.006460374,0.027505696,0.039789908,0.105174503,0.195329679,0.146514754,0.038767857
"m16 1 6-3_Spine22.mat",0.0502703660111505,0.319340417,0.341916381,0.333154157,0.319686797,0.328092052,0.226803361,2.083988055,0.736348043,2.974890928,-2.338285095,1.419479441,-0.636041625,-0.992420215,-0.931817592,-0.97496318,-0.978442981,-0.988058176,-0.985010138,0.288136593,0.372276744,0.377092683,0.355226382,0.422625899,0.429049808,0.201195118,0.224962295,0.20752255,0.184334907,0.243437898,0.248626291,0.78187469,1.273735116,1.629078332,0.935359043,-0.071909477,-0.680802899,-1.087821779,-0.829431294,-0.848683669,1.440202402,1.504131341,1.507473711,1.477059093,1.46236443,1.442224319,0.482914949,0.0164496,0.083553525,0.094745137,0.081636452,0.093917803,0.118856996,0.032308896
